SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-0.8976738791967662,1.0286112808972343,-1.33679402028825,-1.3085928194379575,Iris-setosa
-1.1392004834649534,-0.12454037930145956,-1.33679402028825,-1.3085928194379575,Iris-setosa
-1.3807270877331415,0.3367202847780184,-1.3934698549528166,-1.3085928194379575,Iris-setosa
-1.501490389867236,0.10608995273827942,-1.280118185623683,-1.3085928194379575,Iris-setosa
-1.0184371813308597,1.2592416129369732,-1.33679402028825,-1.3085928194379575,Iris-setosa
-0.5353839727944834,1.9511326090561893,-1.1667665162945495,-1.0465248315665374,Iris-setosa
-1.501490389867236,0.7979809488574954,-1.33679402028825,-1.1775588255022473,Iris-setosa
-1.0184371813308597,0.7979809488574954,-1.280118185623683,-1.3085928194379575,Iris-setosa
-1.7430169941354232,-0.35517071134119854,-1.33679402028825,-1.3085928194379575,Iris-setosa
-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,Iris-setosa
-0.5353839727944834,1.4898719449767124,-1.280118185623683,-1.3085928194379575,Iris-setosa
-1.259963785599048,0.7979809488574954,-1.2234423509591161,-1.3085928194379575,Iris-setosa
-1.259963785599048,-0.12454037930145956,-1.33679402028825,-1.4396268133736674,Iris-setosa
-1.8637802962695178,-0.12454037930145956,-1.5068215242819505,-1.4396268133736674,Iris-setosa
-0.052330764258108065,2.1817629410959283,-1.4501456896173837,-1.3085928194379575,Iris-setosa
-0.17309406639220162,3.104284269254884,-1.280118185623683,-1.0465248315665374,Iris-setosa
-0.5353839727944834,1.9511326090561893,-1.3934698549528166,-1.0465248315665374,Iris-setosa
-0.8976738791967662,1.0286112808972343,-1.33679402028825,-1.1775588255022473,Iris-setosa
-0.17309406639220162,1.7205022770164502,-1.1667665162945495,-1.1775588255022473,Iris-setosa
-0.8976738791967662,1.7205022770164502,-1.280118185623683,-1.1775588255022473,Iris-setosa
-0.5353839727944834,0.7979809488574954,-1.1667665162945495,-1.3085928194379575,Iris-setosa
-0.8976738791967662,1.4898719449767124,-1.280118185623683,-1.0465248315665374,Iris-setosa
-1.501490389867236,1.2592416129369732,-1.5634973589465173,-1.3085928194379575,Iris-setosa
-0.8976738791967662,0.5673506168177563,-1.1667665162945495,-0.9154908376308274,Iris-setosa
-1.259963785599048,0.7979809488574954,-1.0534148469654157,-1.3085928194379575,Iris-setosa
-1.0184371813308597,-0.12454037930145956,-1.2234423509591161,-1.3085928194379575,Iris-setosa
-1.0184371813308597,0.7979809488574954,-1.2234423509591161,-1.0465248315665374,Iris-setosa
-0.7769105770626715,1.0286112808972343,-1.280118185623683,-1.3085928194379575,Iris-setosa
-0.7769105770626715,0.7979809488574954,-1.33679402028825,-1.3085928194379575,Iris-setosa
-1.3807270877331415,0.3367202847780184,-1.2234423509591161,-1.3085928194379575,Iris-setosa
-1.259963785599048,0.10608995273827942,-1.2234423509591161,-1.3085928194379575,Iris-setosa
-0.5353839727944834,0.7979809488574954,-1.280118185623683,-1.0465248315665374,Iris-setosa
-0.7769105770626715,2.4123932731356663,-1.280118185623683,-1.4396268133736674,Iris-setosa
-0.4146206706603898,2.643023605175406,-1.33679402028825,-1.3085928194379575,Iris-setosa
-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,Iris-setosa
-1.0184371813308597,0.3367202847780184,-1.4501456896173837,-1.3085928194379575,Iris-setosa
-0.4146206706603898,1.0286112808972343,-1.3934698549528166,-1.3085928194379575,Iris-setosa
-1.1392004834649534,0.10608995273827942,-1.280118185623683,-1.4396268133736674,Iris-setosa
-1.7430169941354232,-0.12454037930145956,-1.3934698549528166,-1.3085928194379575,Iris-setosa
-0.8976738791967662,0.7979809488574954,-1.280118185623683,-1.3085928194379575,Iris-setosa
-1.0184371813308597,1.0286112808972343,-1.3934698549528166,-1.1775588255022473,Iris-setosa
-1.6222536920013297,-1.7389527035796315,-1.3934698549528166,-1.1775588255022473,Iris-setosa
-1.7430169941354232,0.3367202847780184,-1.3934698549528166,-1.3085928194379575,Iris-setosa
-1.0184371813308597,1.0286112808972343,-1.2234423509591161,-0.7844568436951174,Iris-setosa
-0.8976738791967662,1.7205022770164502,-1.0534148469654157,-1.0465248315665374,Iris-setosa
-1.259963785599048,-0.12454037930145956,-1.33679402028825,-1.1775588255022473,Iris-setosa
-0.8976738791967662,1.7205022770164502,-1.2234423509591161,-1.3085928194379575,Iris-setosa
-1.501490389867236,0.3367202847780184,-1.33679402028825,-1.3085928194379575,Iris-setosa
-0.656147274928578,1.4898719449767124,-1.280118185623683,-1.3085928194379575,Iris-setosa
-1.0184371813308597,0.5673506168177563,-1.33679402028825,-1.3085928194379575,Iris-setosa
1.39682886135102,0.3367202847780184,0.5335085236424564,0.26381510779056255,Iris-versicolor
0.6722490485464565,0.3367202847780184,0.42015685431332256,0.3948491017262727,Iris-versicolor
1.2760655592169263,0.10608995273827942,0.6468601929715901,0.3948491017262727,Iris-versicolor
-0.4146206706603898,-1.7389527035796315,0.1367776809904883,0.13278111385485272,Iris-versicolor
0.7930123506805501,-0.5858010433809375,0.4768326889778892,0.3948491017262727,Iris-versicolor
